timestamp,date,chokepoint_id,time_slot,day_of_week,is_weekend,is_festival,school_term,rainfall_mm,visibility_km,congestion_ratio
2026-01-01 08:00:00,2026-01-01,CP_001,morning_peak,3,0,0,1,0.0,9.9,2.049
2026-01-01 08:00:00,2026-01-01,CP_002,morning_peak,3,0,0,1,0.0,9.9,2.5857
2026-01-01 08:00:00,2026-01-01,CP_003,morning_peak,3,0,0,1,0.0,9.9,2.6092
2026-01-01 08:00:00,2026-01-01,CP_004,morning_peak,3,0,0,1,0.0,9.9,2.3368
2026-01-01 08:00:00,2026-01-01,CP_005,morning_peak,3,0,0,1,0.0,9.9,1.8332
2026-01-01 08:00:00,2026-01-01,CP_006,morning_peak,3,0,0,1,0.0,9.9,1.9922
2026-01-01 08:00:00,2026-01-01,CP_007,morning_peak,3,0,0,1,0.0,9.9,1.6782
2026-01-01 08:00:00,2026-01-01,CP_008,morning_peak,3,0,0,1,0.0,9.9,2.7283
2026-01-01 08:00:00,2026-01-01,CP_009,morning_peak,3,0,0,1,0.0,9.9,2.3869
2026-01-01 08:00:00,2026-01-01,CP_010,morning_peak,3,0,0,1,0.0,9.9,2.3695
2026-01-01 08:00:00,2026-01-01,CP_011,morning_peak,3,0,0,1,0.0,9.9,1.7198
2026-01-01 08:00:00,2026-01-01,CP_012,morning_peak,3,0,0,1,0.0,9.9,2.8546
2026-01-01 08:00:00,2026-01-01,CP_013,morning_peak,3,0,0,1,0.0,9.9,2.6878
2026-01-01 08:00:00,2026-01-01,CP_014,morning_peak,3,0,0,1,0.0,9.9,2.0849
2026-01-01 08:00:00,2026-01-01,CP_015,morning_peak,3,0,0,1,0.0,9.9,1.9361
2026-01-01 08:00:00,2026-01-01,CP_016,morning_peak,3,0,0,1,0.0,9.9,2.2412
2026-01-01 08:00:00,2026-01-01,CP_017,morning_peak,3,0,0,1,0.0,9.9,1.9431
2026-01-01 08:00:00,2026-01-01,CP_018,morning_peak,3,0,0,1,0.0,9.9,2.2345
2026-01-01 08:00:00,2026-01-01,CP_019,morning_peak,3,0,0,1,0.0,9.9,2.1676
2026-01-01 08:00:00,2026-01-01,CP_020,morning_peak,3,0,0,1,0.0,9.9,1.8791
2026-01-01 08:00:00,2026-01-01,CP_021,morning_peak,3,0,0,1,0.0,9.9,2.4731
2026-01-01 08:00:00,2026-01-01,CP_022,morning_peak,3,0,0,1,0.0,9.9,1.9467
2026-01-01 08:00:00,2026-01-01,CP_023,morning_peak,3,0,0,1,0.0,9.9,2.0239
2026-01-01 08:00:00,2026-01-01,CP_024,morning_peak,3,0,0,1,0.0,9.9,2.0491
2026-01-01 08:00:00,2026-01-01,CP_025,morning_peak,3,0,0,1,0.0,9.9,2.0503
2026-01-01 08:00:00,2026-01-01,CP_026,morning_peak,3,0,0,1,0.0,9.9,2.478
2026-01-01 08:00:00,2026-01-01,CP_027,morning_peak,3,0,0,1,0.0,9.9,1.996
2026-01-01 08:00:00,2026-01-01,CP_028,morning_peak,3,0,0,1,0.0,9.9,2.2417
2026-01-01 08:00:00,2026-01-01,CP_029,morning_peak,3,0,0,1,0.0,9.9,2.3051
2026-01-01 08:00:00,2026-01-01,CP_030,morning_peak,3,0,0,1,0.0,9.9,1.8055
2026-01-01 08:00:00,2026-01-01,CP_031,morning_peak,3,0,0,1,0.0,9.9,2.48
2026-01-01 08:00:00,2026-01-01,CP_032,morning_peak,3,0,0,1,0.0,9.9,1.9157
2026-01-01 08:00:00,2026-01-01,CP_033,morning_peak,3,0,0,1,0.0,9.9,1.807
2026-01-01 08:00:00,2026-01-01,CP_034,morning_peak,3,0,0,1,0.0,9.9,2.8717
2026-01-01 08:00:00,2026-01-01,CP_035,morning_peak,3,0,0,1,0.0,9.9,2.7703
2026-01-01 08:00:00,2026-01-01,CP_036,morning_peak,3,0,0,1,0.0,9.9,2.5512
2026-01-01 08:00:00,2026-01-01,CP_037,morning_peak,3,0,0,1,0.0,9.9,2.1028
2026-01-01 08:00:00,2026-01-01,CP_038,morning_peak,3,0,0,1,0.0,9.9,1.7853
2026-01-01 08:00:00,2026-01-01,CP_039,morning_peak,3,0,0,1,0.0,9.9,2.4106
2026-01-01 08:00:00,2026-01-01,CP_040,morning_peak,3,0,0,1,0.0,9.9,2.3099
2026-01-01 08:00:00,2026-01-01,CP_041,morning_peak,3,0,0,1,0.0,9.9,1.8082
2026-01-01 08:00:00,2026-01-01,CP_042,morning_peak,3,0,0,1,0.0,9.9,1.9767
2026-01-01 08:00:00,2026-01-01,CP_043,morning_peak,3,0,0,1,0.0,9.9,1.7769
2026-01-01 08:00:00,2026-01-01,CP_044,morning_peak,3,0,0,1,0.0,9.9,2.6521
2026-01-01 08:00:00,2026-01-01,CP_045,morning_peak,3,0,0,1,0.0,9.9,1.9569
2026-01-01 08:00:00,2026-01-01,CP_046,morning_peak,3,0,0,1,0.0,9.9,2.4691
2026-01-01 08:00:00,2026-01-01,CP_047,morning_peak,3,0,0,1,0.0,9.9,2.0266
2026-01-01 08:00:00,2026-01-01,CP_048,morning_peak,3,0,0,1,0.0,9.9,2.2908
2026-01-01 08:00:00,2026-01-01,CP_049,morning_peak,3,0,0,1,0.0,9.9,2.0959
2026-01-01 08:00:00,2026-01-01,CP_050,morning_peak,3,0,0,1,0.0,9.9,1.8113
2026-01-01 08:00:00,2026-01-01,CP_051,morning_peak,3,0,0,1,0.0,9.9,2.8974
2026-01-01 08:00:00,2026-01-01,CP_052,morning_peak,3,0,0,1,0.0,9.9,2.5442
2026-01-01 08:00:00,2026-01-01,CP_053,morning_peak,3,0,0,1,0.0,9.9,2.557
2026-01-01 08:00:00,2026-01-01,CP_054,morning_peak,3,0,0,1,0.0,9.9,2.5686
2026-01-01 08:00:00,2026-01-01,CP_055,morning_peak,3,0,0,1,0.0,9.9,2.2545
2026-01-01 08:00:00,2026-01-01,CP_056,morning_peak,3,0,0,1,0.0,9.9,2.7155
2026-01-01 08:00:00,2026-01-01,CP_057,morning_peak,3,0,0,1,0.0,9.9,1.7578
2026-01-01 08:00:00,2026-01-01,CP_058,morning_peak,3,0,0,1,0.0,9.9,1.8517
2026-01-01 08:00:00,2026-01-01,CP_059,morning_peak,3,0,0,1,0.0,9.9,1.7545
2026-01-01 08:00:00,2026-01-01,CP_060,morning_peak,3,0,0,1,0.0,9.9,2.1058
2026-01-01 08:00:00,2026-01-01,CP_061,morning_peak,3,0,0,1,0.0,9.9,2.1008
2026-01-01 08:00:00,2026-01-01,CP_062,morning_peak,3,0,0,1,0.0,9.9,1.9419
2026-01-01 08:00:00,2026-01-01,CP_063,morning_peak,3,0,0,1,0.0,9.9,2.562
2026-01-01 08:00:00,2026-01-01,CP_064,morning_peak,3,0,0,1,0.0,9.9,2.1261
2026-01-01 08:00:00,2026-01-01,CP_065,morning_peak,3,0,0,1,0.0,9.9,2.0091
2026-01-01 08:00:00,2026-01-01,CP_066,morning_peak,3,0,0,1,0.0,9.9,2.3706
2026-01-01 08:00:00,2026-01-01,CP_067,morning_peak,3,0,0,1,0.0,9.9,1.7429
2026-01-01 08:00:00,2026-01-01,CP_068,morning_peak,3,0,0,1,0.0,9.9,2.4979
2026-01-01 08:00:00,2026-01-01,CP_069,morning_peak,3,0,0,1,0.0,9.9,1.8632
2026-01-01 08:00:00,2026-01-01,CP_070,morning_peak,3,0,0,1,0.0,9.9,2.6956
2026-01-01 08:00:00,2026-01-01,CP_071,morning_peak,3,0,0,1,0.0,9.9,2.6813
2026-01-01 08:00:00,2026-01-01,CP_072,morning_peak,3,0,0,1,0.0,9.9,2.0611
2026-01-01 08:00:00,2026-01-01,CP_073,morning_peak,3,0,0,1,0.0,9.9,1.8502
2026-01-01 08:00:00,2026-01-01,CP_074,morning_peak,3,0,0,1,0.0,9.9,2.5017
2026-01-01 08:00:00,2026-01-01,CP_075,morning_peak,3,0,0,1,0.0,9.9,2.4796
2026-01-01 13:00:00,2026-01-01,CP_001,midday,3,0,0,1,0.0,9.75,1.5907
2026-01-01 13:00:00,2026-01-01,CP_002,midday,3,0,0,1,0.0,9.75,2.1127
2026-01-01 13:00:00,2026-01-01,CP_003,midday,3,0,0,1,0.0,9.75,1.861
2026-01-01 13:00:00,2026-01-01,CP_004,midday,3,0,0,1,0.0,9.75,1.6719
2026-01-01 13:00:00,2026-01-01,CP_005,midday,3,0,0,1,0.0,9.75,1.2936
2026-01-01 13:00:00,2026-01-01,CP_006,midday,3,0,0,1,0.0,9.75,1.395
2026-01-01 13:00:00,2026-01-01,CP_007,midday,3,0,0,1,0.0,9.75,1.1324
2026-01-01 13:00:00,2026-01-01,CP_008,midday,3,0,0,1,0.0,9.75,1.9306
2026-01-01 13:00:00,2026-01-01,CP_009,midday,3,0,0,1,0.0,9.75,1.5814
2026-01-01 13:00:00,2026-01-01,CP_010,midday,3,0,0,1,0.0,9.75,1.8173
2026-01-01 13:00:00,2026-01-01,CP_011,midday,3,0,0,1,0.0,9.75,1.2098
2026-01-01 13:00:00,2026-01-01,CP_012,midday,3,0,0,1,0.0,9.75,1.918
2026-01-01 13:00:00,2026-01-01,CP_013,midday,3,0,0,1,0.0,9.75,1.7624
2026-01-01 13:00:00,2026-01-01,CP_014,midday,3,0,0,1,0.0,9.75,1.3378
2026-01-01 13:00:00,2026-01-01,CP_015,midday,3,0,0,1,0.0,9.75,1.4056
2026-01-01 13:00:00,2026-01-01,CP_016,midday,3,0,0,1,0.0,9.75,1.4556
2026-01-01 13:00:00,2026-01-01,CP_017,midday,3,0,0,1,0.0,9.75,1.4969
2026-01-01 13:00:00,2026-01-01,CP_018,midday,3,0,0,1,0.0,9.75,1.7505
2026-01-01 13:00:00,2026-01-01,CP_019,midday,3,0,0,1,0.0,9.75,1.7965
2026-01-01 13:00:00,2026-01-01,CP_020,midday,3,0,0,1,0.0,9.75,1.4018
2026-01-01 13:00:00,2026-01-01,CP_021,midday,3,0,0,1,0.0,9.75,1.6605
2026-01-01 13:00:00,2026-01-01,CP_022,midday,3,0,0,1,0.0,9.75,1.1734
2026-01-01 13:00:00,2026-01-01,CP_023,midday,3,0,0,1,0.0,9.75,1.554
2026-01-01 13:00:00,2026-01-01,CP_024,midday,3,0,0,1,0.0,9.75,1.622
2026-01-01 13:00:00,2026-01-01,CP_025,midday,3,0,0,1,0.0,9.75,1.4745
2026-01-01 13:00:00,2026-01-01,CP_026,midday,3,0,0,1,0.0,9.75,1.8763
2026-01-01 13:00:00,2026-01-01,CP_027,midday,3,0,0,1,0.0,9.75,1.4855
2026-01-01 13:00:00,2026-01-01,CP_028,midday,3,0,0,1,0.0,9.75,1.6286
2026-01-01 13:00:00,2026-01-01,CP_029,midday,3,0,0,1,0.0,9.75,1.7509
2026-01-01 13:00:00,2026-01-01,CP_030,midday,3,0,0,1,0.0,9.75,1.2633
2026-01-01 13:00:00,2026-01-01,CP_031,midday,3,0,0,1,0.0,9.75,1.5561
2026-01-01 13:00:00,2026-01-01,CP_032,midday,3,0,0,1,0.0,9.75,1.4462
2026-01-01 13:00:00,2026-01-01,CP_033,midday,3,0,0,1,0.0,9.75,1.3926
2026-01-01 13:00:00,2026-01-01,CP_034,midday,3,0,0,1,0.0,9.75,2.0141
2026-01-01 13:00:00,2026-01-01,CP_035,midday,3,0,0,1,0.0,9.75,1.8581
2026-01-01 13:00:00,2026-01-01,CP_036,midday,3,0,0,1,0.0,9.75,1.7573
2026-01-01 13:00:00,2026-01-01,CP_037,midday,3,0,0,1,0.0,9.75,1.3315
2026-01-01 13:00:00,2026-01-01,CP_038,midday,3,0,0,1,0.0,9.75,1.3622
2026-01-01 13:00:00,2026-01-01,CP_039,midday,3,0,0,1,0.0,9.75,1.8637
2026-01-01 13:00:00,2026-01-01,CP_040,midday,3,0,0,1,0.0,9.75,1.5914
2026-01-01 13:00:00,2026-01-01,CP_041,midday,3,0,0,1,0.0,9.75,1.398
2026-01-01 13:00:00,2026-01-01,CP_042,midday,3,0,0,1,0.0,9.75,1.5045
2026-01-01 13:00:00,2026-01-01,CP_043,midday,3,0,0,1,0.0,9.75,1.2511
2026-01-01 13:00:00,2026-01-01,CP_044,midday,3,0,0,1,0.0,9.75,1.7732
2026-01-01 13:00:00,2026-01-01,CP_045,midday,3,0,0,1,0.0,9.75,1.3321
2026-01-01 13:00:00,2026-01-01,CP_046,midday,3,0,0,1,0.0,9.75,1.808
2026-01-01 13:00:00,2026-01-01,CP_047,midday,3,0,0,1,0.0,9.75,1.4261
2026-01-01 13:00:00,2026-01-01,CP_048,midday,3,0,0,1,0.0,9.75,1.7314
2026-01-01 13:00:00,2026-01-01,CP_049,midday,3,0,0,1,0.0,9.75,1.6848
2026-01-01 13:00:00,2026-01-01,CP_050,midday,3,0,0,1,0.0,9.75,1.6258
2026-01-01 13:00:00,2026-01-01,CP_051,midday,3,0,0,1,0.0,9.75,1.966
2026-01-01 13:00:00,2026-01-01,CP_052,midday,3,0,0,1,0.0,9.75,1.6662
